"Notes"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Montgomery County, AL"	"01101"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	226349	4.4 (Unreliable)	2.1	8.1
	"Montgomery County, AL"	"01101"	"Acute myocardial infarction, unspecified"	"I21.9"	61	226349	26.9	20.6	34.6
	"Montgomery County, AL"	"01101"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	30	226349	13.3	8.9	18.9
	"Montgomery County, AL"	"01101"	"Atherosclerotic heart disease"	"I25.1"	74	226349	32.7	25.7	41.0
	"Montgomery County, AL"	"01101"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	31	226349	13.7	9.3	19.4
	"Montgomery County, AL"	"01101"	"Cardiomyopathy, unspecified"	"I42.9"	13	226349	5.7 (Unreliable)	3.1	9.8
	"Montgomery County, AL"	"01101"	"Cardiac arrest, unspecified"	"I46.9"	40	226349	17.7	12.6	24.1
	"Montgomery County, AL"	"01101"	"Atrial fibrillation and flutter"	"I48"	16	226349	7.1 (Unreliable)	4.0	11.5
	"Montgomery County, AL"	"01101"	"Congestive heart failure"	"I50.0"	71	226349	31.4	24.5	39.6
	"Montgomery County, AL"	"01101"	"Heart failure, unspecified"	"I50.9"	13	226349	5.7 (Unreliable)	3.1	9.8
	"Montgomery County, AL"	"01101"	"Heart disease, unspecified"	"I51.9"	18	226349	8.0 (Unreliable)	4.7	12.6
	"Morgan County, AL"	"01103"	"Acute myocardial infarction, unspecified"	"I21.9"	106	119012	89.1	72.1	106.0
	"Morgan County, AL"	"01103"	"Atherosclerotic heart disease"	"I25.1"	29	119012	24.4	16.3	35.0
	"Morgan County, AL"	"01103"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	15	119012	12.6 (Unreliable)	7.1	20.8
	"Morgan County, AL"	"01103"	"Cardiac arrest, unspecified"	"I46.9"	33	119012	27.7	19.1	38.9
	"Morgan County, AL"	"01103"	"Cardiac arrhythmia, unspecified"	"I49.9"	24	119012	20.2	12.9	30.0
	"Morgan County, AL"	"01103"	"Congestive heart failure"	"I50.0"	50	119012	42.0	31.2	55.4
	"Morgan County, AL"	"01103"	"Heart failure, unspecified"	"I50.9"	18	119012	15.1 (Unreliable)	9.0	23.9
	"Morgan County, AL"	"01103"	"Heart disease, unspecified"	"I51.9"	19	119012	16.0 (Unreliable)	9.6	24.9
	"Pickens County, AL"	"01107"	"Cardiac arrest, unspecified"	"I46.9"	10	20324	49.2 (Unreliable)	23.6	90.5
	"Pickens County, AL"	"01107"	"Congestive heart failure"	"I50.0"	10	20324	49.2 (Unreliable)	23.6	90.5
	"Pike County, AL"	"01109"	"Cardiac arrest, unspecified"	"I46.9"	15	33286	45.1 (Unreliable)	25.2	74.3
	"Pike County, AL"	"01109"	"Congestive heart failure"	"I50.0"	10	33286	30.0 (Unreliable)	14.4	55.2
	"Randolph County, AL"	"01111"	"Acute myocardial infarction, unspecified"	"I21.9"	32	22652	141.3	96.6	199.4
	"Randolph County, AL"	"01111"	"Cardiac arrhythmia, unspecified"	"I49.9"	10	22652	44.1 (Unreliable)	21.2	81.2
	"Randolph County, AL"	"01111"	"Congestive heart failure"	"I50.0"	15	22652	66.2 (Unreliable)	37.1	109.2
	"Russell County, AL"	"01113"	"Acute myocardial infarction, unspecified"	"I21.9"	10	58172	17.2 (Unreliable)	8.2	31.6
	"Russell County, AL"	"01113"	"Atherosclerotic heart disease"	"I25.1"	18	58172	30.9 (Unreliable)	18.3	48.9
	"Russell County, AL"	"01113"	"Cardiac arrest, unspecified"	"I46.9"	18	58172	30.9 (Unreliable)	18.3	48.9
	"Russell County, AL"	"01113"	"Congestive heart failure"	"I50.0"	18	58172	30.9 (Unreliable)	18.3	48.9
	"St. Clair County, AL"	"01115"	"Acute myocardial infarction, unspecified"	"I21.9"	32	88019	36.4	24.9	51.3
	"St. Clair County, AL"	"01115"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	45	88019	51.1	37.3	68.4
	"St. Clair County, AL"	"01115"	"Atherosclerotic heart disease"	"I25.1"	24	88019	27.3	17.5	40.6
	"St. Clair County, AL"	"01115"	"Cardiac arrest, unspecified"	"I46.9"	14	88019	15.9 (Unreliable)	8.7	26.7
	"St. Clair County, AL"	"01115"	"Congestive heart failure"	"I50.0"	36	88019	40.9	28.6	56.6
	"St. Clair County, AL"	"01115"	"Heart failure, unspecified"	"I50.9"	12	88019	13.6 (Unreliable)	7.0	23.8
	"St. Clair County, AL"	"01115"	"Heart disease, unspecified"	"I51.9"	22	88019	25.0	15.7	37.8
	"Shelby County, AL"	"01117"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	20	210622	9.5	5.8	14.7
	"Shelby County, AL"	"01117"	"Acute myocardial infarction, unspecified"	"I21.9"	29	210622	13.8	9.2	19.8
	"Shelby County, AL"	"01117"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	210622	4.7 (Unreliable)	2.3	8.7
	"Shelby County, AL"	"01117"	"Atherosclerotic heart disease"	"I25.1"	54	210622	25.6	19.3	33.5
	"Shelby County, AL"	"01117"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	20	210622	9.5	5.8	14.7
	"Shelby County, AL"	"01117"	"Cardiac arrest, unspecified"	"I46.9"	41	210622	19.5	14.0	26.4
	"Shelby County, AL"	"01117"	"Cardiac arrhythmia, unspecified"	"I49.9"	16	210622	7.6 (Unreliable)	4.3	12.3
	"Shelby County, AL"	"01117"	"Congestive heart failure"	"I50.0"	54	210622	25.6	19.3	33.5
	"Shelby County, AL"	"01117"	"Heart failure, unspecified"	"I50.9"	11	210622	5.2 (Unreliable)	2.6	9.3
	"Shelby County, AL"	"01117"	"Cardiovascular disease, unspecified"	"I51.6"	32	210622	15.2	10.4	21.4
	"Shelby County, AL"	"01117"	"Heart disease, unspecified"	"I51.9"	17	210622	8.1 (Unreliable)	4.7	12.9
	"Talladega County, AL"	"01121"	"Acute myocardial infarction, unspecified"	"I21.9"	28	80103	35.0	23.2	50.5
	"Talladega County, AL"	"01121"	"Atherosclerotic heart disease"	"I25.1"	17	80103	21.2 (Unreliable)	12.4	34.0
	"Talladega County, AL"	"01121"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	12	80103	15.0 (Unreliable)	7.7	26.2
	"Talladega County, AL"	"01121"	"Sudden cardiac death, so described"	"I46.1"	48	80103	59.9	44.2	79.4
	"Talladega County, AL"	"01121"	"Cardiac arrest, unspecified"	"I46.9"	31	80103	38.7	26.3	54.9
	"Talladega County, AL"	"01121"	"Atrial fibrillation and flutter"	"I48"	10	80103	12.5 (Unreliable)	6.0	23.0
	"Talladega County, AL"	"01121"	"Cardiac arrhythmia, unspecified"	"I49.9"	15	80103	18.7 (Unreliable)	10.5	30.9
	"Talladega County, AL"	"01121"	"Congestive heart failure"	"I50.0"	38	80103	47.4	33.6	65.1
	"Tallapoosa County, AL"	"01123"	"Acute myocardial infarction, unspecified"	"I21.9"	14	40727	34.4 (Unreliable)	18.8	57.7
	"Tallapoosa County, AL"	"01123"	"Atherosclerotic heart disease"	"I25.1"	27	40727	66.3	43.7	96.5
	"Tallapoosa County, AL"	"01123"	"Cardiac arrest, unspecified"	"I46.9"	15	40727	36.8 (Unreliable)	20.6	60.7
	"Tallapoosa County, AL"	"01123"	"Congestive heart failure"	"I50.0"	21	40727	51.6	31.9	78.8
	"Tallapoosa County, AL"	"01123"	"Cardiovascular disease, unspecified"	"I51.6"	17	40727	41.7 (Unreliable)	24.3	66.8
	"Tuscaloosa County, AL"	"01125"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	32	206102	15.5	10.6	21.9
	"Tuscaloosa County, AL"	"01125"	"Acute myocardial infarction, unspecified"	"I21.9"	35	206102	17.0	11.8	23.6
	"Tuscaloosa County, AL"	"01125"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	45	206102	21.8	15.9	29.2
	"Tuscaloosa County, AL"	"01125"	"Atherosclerotic heart disease"	"I25.1"	33	206102	16.0	11.0	22.5
	"Tuscaloosa County, AL"	"01125"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	25	206102	12.1	7.8	17.9
	"Tuscaloosa County, AL"	"01125"	"Cardiomyopathy, unspecified"	"I42.9"	14	206102	6.8 (Unreliable)	3.7	11.4
	"Tuscaloosa County, AL"	"01125"	"Sudden cardiac death, so described"	"I46.1"	55	206102	26.7	20.1	34.7
	"Tuscaloosa County, AL"	"01125"	"Cardiac arrest, unspecified"	"I46.9"	51	206102	24.7	18.4	32.5
	"Tuscaloosa County, AL"	"01125"	"Congestive heart failure"	"I50.0"	71	206102	34.4	26.9	43.5
	"Tuscaloosa County, AL"	"01125"	"Heart failure, unspecified"	"I50.9"	28	206102	13.6	9.0	19.6
	"Walker County, AL"	"01127"	"Acute myocardial infarction, unspecified"	"I21.9"	22	64967	33.9	21.2	51.3
	"Walker County, AL"	"01127"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	64967	15.4 (Unreliable)	7.4	28.3
	"Walker County, AL"	"01127"	"Atherosclerotic heart disease"	"I25.1"	24	64967	36.9	23.7	55.0
	"Walker County, AL"	"01127"	"Cardiac arrest, unspecified"	"I46.9"	161	64967	247.8	209.5	286.1
	"Walker County, AL"	"01127"	"Congestive heart failure"	"I50.0"	40	64967	61.6	44.0	83.8
	"Walker County, AL"	"01127"	"Heart failure, unspecified"	"I50.9"	11	64967	16.9 (Unreliable)	8.5	30.3
	"Walker County, AL"	"01127"	"Heart disease, unspecified"	"I51.9"	10	64967	15.4 (Unreliable)	7.4	28.3
	"Washington County, AL"	"01129"	"Acute myocardial infarction, unspecified"	"I21.9"	21	16756	125.3	77.6	191.6
	"Wilcox County, AL"	"01131"	"Cardiac arrest, unspecified"	"I46.9"	16	10986	145.6 (Unreliable)	83.2	236.5
	"Winston County, AL"	"01133"	"Atherosclerotic heart disease"	"I25.1"	11	23805	46.2 (Unreliable)	23.1	82.7
	"Winston County, AL"	"01133"	"Congestive heart failure"	"I50.0"	14	23805	58.8 (Unreliable)	32.2	98.7
	"Anchorage Borough, AK"	"02020"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	298192	4.0 (Unreliable)	2.1	7.0
	"Anchorage Borough, AK"	"02020"	"Acute myocardial infarction, unspecified"	"I21.9"	17	298192	5.7 (Unreliable)	3.3	9.1
	"Anchorage Borough, AK"	"02020"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	61	298192	20.5	15.6	26.3
	"Anchorage Borough, AK"	"02020"	"Atherosclerotic heart disease"	"I25.1"	59	298192	19.8	15.1	25.5
	"Anchorage Borough, AK"	"02020"	"Other secondary pulmonary hypertension"	"I27.2"	11	298192	3.7 (Unreliable)	1.8	6.6
	"Anchorage Borough, AK"	"02020"	"Aortic (valve) stenosis"	"I35.0"	10	298192	3.4 (Unreliable)	1.6	6.2
	"Anchorage Borough, AK"	"02020"	"Cardiomyopathy, unspecified"	"I42.9"	16	298192	5.4 (Unreliable)	3.1	8.7
	"Anchorage Borough, AK"	"02020"	"Atrial fibrillation and flutter"	"I48"	10	298192	3.4 (Unreliable)	1.6	6.2
	"Anchorage Borough, AK"	"02020"	"Congestive heart failure"	"I50.0"	16	298192	5.4 (Unreliable)	3.1	8.7
	"Fairbanks North Star Borough, AK"	"02090"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	100605	26.8	17.7	39.0
	"Fairbanks North Star Borough, AK"	"02090"	"Congestive heart failure"	"I50.0"	15	100605	14.9 (Unreliable)	8.3	24.6
	"Juneau Borough, AK"	"02110"	"Acute myocardial infarction, unspecified"	"I21.9"	10	32468	30.8 (Unreliable)	14.8	56.6
	"Kenai Peninsula Borough, AK"	"02122"	"Acute myocardial infarction, unspecified"	"I21.9"	19	58506	32.5 (Unreliable)	19.6	50.7
	"Kenai Peninsula Borough, AK"	"02122"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	29	58506	49.6	33.2	71.2
	"Kenai Peninsula Borough, AK"	"02122"	"Atherosclerotic heart disease"	"I25.1"	14	58506	23.9 (Unreliable)	13.1	40.1
	"Matanuska-Susitna Borough, AK"	"02170"	"Acute myocardial infarction, unspecified"	"I21.9"	11	104365	10.5 (Unreliable)	5.3	18.9
	"Matanuska-Susitna Borough, AK"	"02170"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	26	104365	24.9	16.3	36.5
	"Matanuska-Susitna Borough, AK"	"02170"	"Atherosclerotic heart disease"	"I25.1"	19	104365	18.2 (Unreliable)	11.0	28.4
	"Apache County, AZ"	"04001"	"Acute myocardial infarction, unspecified"	"I21.9"	19	73112	26.0 (Unreliable)	15.6	40.6
	"Apache County, AZ"	"04001"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	73112	17.8 (Unreliable)	9.5	30.4
	"Apache County, AZ"	"04001"	"Atherosclerotic heart disease"	"I25.1"	29	73112	39.7	26.6	57.0
	"Cochise County, AZ"	"04003"	"Acute myocardial infarction, unspecified"	"I21.9"	42	125770	33.4	24.1	45.1
	"Cochise County, AZ"	"04003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	24	125770	19.1	12.2	28.4
	"Cochise County, AZ"	"04003"	"Atherosclerotic heart disease"	"I25.1"	92	125770	73.1	59.0	89.7
	"Cochise County, AZ"	"04003"	"Atrial fibrillation and flutter"	"I48"	11	125770	8.7 (Unreliable)	4.4	15.6
	"Cochise County, AZ"	"04003"	"Congestive heart failure"	"I50.0"	34	125770	27.0	18.7	37.8
	"Coconino County, AZ"	"04005"	"Acute myocardial infarction, unspecified"	"I21.9"	21	140908	14.9	9.2	22.8
	"Coconino County, AZ"	"04005"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	41	140908	29.1	20.9	39.5
	"Coconino County, AZ"	"04005"	"Atherosclerotic heart disease"	"I25.1"	28	140908	19.9	13.2	28.7
	"Gila County, AZ"	"04007"	"Acute myocardial infarction, unspecified"	"I21.9"	18	53556	33.6 (Unreliable)	19.9	53.1
	"Gila County, AZ"	"04007"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	73	53556	136.3	106.8	171.4
	"Gila County, AZ"	"04007"	"Atherosclerotic heart disease"	"I25.1"	42	53556	78.4	56.5	106.0
	"Gila County, AZ"	"04007"	"Congestive heart failure"	"I50.0"	22	53556	41.1	25.7	62.2
	"Graham County, AZ"	"04009"	"Atherosclerotic heart disease"	"I25.1"	20	37599	53.2	32.5	82.2
	"La Paz County, AZ"	"04012"	"Atherosclerotic heart disease"	"I25.1"	39	20317	192.0	136.5	262.4
	"Maricopa County, AZ"	"04013"	"Mitral valve disease, unspecified"	"I05.9"	10	4242997	0.2 (Unreliable)	0.1	0.4
	"Maricopa County, AZ"	"04013"	"Disorders of both mitral and aortic valves"	"I08.0"	10	4242997	0.2 (Unreliable)	0.1	0.4
	"Maricopa County, AZ"	"04013"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	413	4242997	9.7	8.8	10.7
	"Maricopa County, AZ"	"04013"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	338	4242997	8.0	7.1	8.8
	"Maricopa County, AZ"	"04013"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	15	4242997	0.4 (Unreliable)	0.2	0.6
	"Maricopa County, AZ"	"04013"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	56	4242997	1.3	1.0	1.7
	"Maricopa County, AZ"	"04013"	"Acute subendocardial myocardial infarction"	"I21.4"	19	4242997	0.4 (Unreliable)	0.3	0.7
	"Maricopa County, AZ"	"04013"	"Acute myocardial infarction, unspecified"	"I21.9"	862	4242997	20.3	19.0	21.7
	"Maricopa County, AZ"	"04013"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	946	4242997	22.3	20.9	23.7
	"Maricopa County, AZ"	"04013"	"Atherosclerotic heart disease"	"I25.1"	1822	4242997	42.9	41.0	44.9
	"Maricopa County, AZ"	"04013"	"Ischaemic cardiomyopathy"	"I25.5"	203	4242997	4.8	4.1	5.4
	"Maricopa County, AZ"	"04013"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	88	4242997	2.1	1.7	2.6
	"Maricopa County, AZ"	"04013"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	62	4242997	1.5	1.1	1.9
	"Maricopa County, AZ"	"04013"	"Primary pulmonary hypertension"	"I27.0"	23	4242997	0.5	0.3	0.8
	"Maricopa County, AZ"	"04013"	"Other secondary pulmonary hypertension"	"I27.2"	68	4242997	1.6	1.2	2.0
	"Maricopa County, AZ"	"04013"	"Pulmonary heart disease, unspecified"	"I27.9"	21	4242997	0.5	0.3	0.8
	"Maricopa County, AZ"	"04013"	"Acute and subacute infective endocarditis"	"I33.0"	15	4242997	0.4 (Unreliable)	0.2	0.6
	"Maricopa County, AZ"	"04013"	"Mitral (valve) insufficiency"	"I34.0"	27	4242997	0.6	0.4	0.9
	"Maricopa County, AZ"	"04013"	"Aortic (valve) stenosis"	"I35.0"	150	4242997	3.5	3.0	4.1
	"Maricopa County, AZ"	"04013"	"Aortic valve disorder, unspecified"	"I35.9"	12	4242997	0.3 (Unreliable)	0.1	0.5
	"Maricopa County, AZ"	"04013"	"Endocarditis, valve unspecified"	"I38"	35	4242997	0.8	0.6	1.1
	"Maricopa County, AZ"	"04013"	"Dilated cardiomyopathy"	"I42.0"	26	4242997	0.6	0.4	0.9
	"Maricopa County, AZ"	"04013"	"Alcoholic cardiomyopathy"	"I42.6"	10	4242997	0.2 (Unreliable)	0.1	0.4
	"Maricopa County, AZ"	"04013"	"Cardiomyopathy, unspecified"	"I42.9"	102	4242997	2.4	1.9	2.9
	"Maricopa County, AZ"	"04013"	"Other specified conduction disorders"	"I45.8"	11	4242997	0.3 (Unreliable)	0.1	0.5
	"Maricopa County, AZ"	"04013"	"Cardiac arrest, unspecified"	"I46.9"	70	4242997	1.6	1.3	2.1
	"Maricopa County, AZ"	"04013"	"Ventricular tachycardia"	"I47.2"	10	4242997	0.2 (Unreliable)	0.1	0.4
	"Maricopa County, AZ"	"04013"	"Atrial fibrillation and flutter"	"I48"	264	4242997	6.2	5.5	7.0
	"Maricopa County, AZ"	"04013"	"Cardiac arrhythmia, unspecified"	"I49.9"	14	4242997	0.3 (Unreliable)	0.2	0.6
	"Maricopa County, AZ"	"04013"	"Congestive heart failure"	"I50.0"	228	4242997	5.4	4.7	6.1
	"Maricopa County, AZ"	"04013"	"Heart failure, unspecified"	"I50.9"	63	4242997	1.5	1.1	1.9
	"Maricopa County, AZ"	"04013"	"Cardiovascular disease, unspecified"	"I51.6"	32	4242997	0.8	0.5	1.1
	"Maricopa County, AZ"	"04013"	"Cardiomegaly"	"I51.7"	15	4242997	0.4 (Unreliable)	0.2	0.6
	"Maricopa County, AZ"	"04013"	"Heart disease, unspecified"	"I51.9"	41	4242997	1.0	0.7	1.3
	"Mohave County, AZ"	"04015"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	12	205249	5.8 (Unreliable)	3.0	10.2
	"Mohave County, AZ"	"04015"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	25	205249	12.2	7.9	18.0
	"Mohave County, AZ"	"04015"	"Acute myocardial infarction, unspecified"	"I21.9"	94	205249	45.8	37.0	56.0
	"Mohave County, AZ"	"04015"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	420	205249	204.6	185.1	224.2
	"Mohave County, AZ"	"04015"	"Atherosclerotic heart disease"	"I25.1"	178	205249	86.7	74.0	99.5
	"Mohave County, AZ"	"04015"	"Ischaemic cardiomyopathy"	"I25.5"	11	205249	5.4 (Unreliable)	2.7	9.6
	"Mohave County, AZ"	"04015"	"Cardiomyopathy, unspecified"	"I42.9"	25	205249	12.2	7.9	18.0
	"Mohave County, AZ"	"04015"	"Atrial fibrillation and flutter"	"I48"	33	205249	16.1	11.1	22.6
	"Mohave County, AZ"	"04015"	"Congestive heart failure"	"I50.0"	34	205249	16.6	11.5	23.1
	"Mohave County, AZ"	"04015"	"Heart failure, unspecified"	"I50.9"	12	205249	5.8 (Unreliable)	3.0	10.2
	"Navajo County, AZ"	"04017"	"Acute myocardial infarction, unspecified"	"I21.9"	52	110026	47.3	35.3	62.0
	"Navajo County, AZ"	"04017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	12	110026	10.9 (Unreliable)	5.6	19.1
	"Navajo County, AZ"	"04017"	"Atherosclerotic heart disease"	"I25.1"	47	110026	42.7	31.4	56.8
	"Navajo County, AZ"	"04017"	"Congestive heart failure"	"I50.0"	19	110026	17.3 (Unreliable)	10.4	27.0
	"Pima County, AZ"	"04019"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	78	1016206	7.7	6.1	9.6
	"Pima County, AZ"	"04019"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	98	1016206	9.6	7.8	11.8
	"Pima County, AZ"	"04019"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	20	1016206	2.0	1.2	3.0
	"Pima County, AZ"	"04019"	"Acute subendocardial myocardial infarction"	"I21.4"	14	1016206	1.4 (Unreliable)	0.8	2.3
	"Pima County, AZ"	"04019"	"Acute myocardial infarction, unspecified"	"I21.9"	346	1016206	34.0	30.5	37.6
	"Pima County, AZ"	"04019"	"Acute ischaemic heart disease, unspecified"	"I24.9"	11	1016206	1.1 (Unreliable)	0.5	1.9
	"Pima County, AZ"	"04019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	239	1016206	23.5	20.5	26.5
	"Pima County, AZ"	"04019"	"Atherosclerotic heart disease"	"I25.1"	606	1016206	59.6	54.9	64.4
	"Pima County, AZ"	"04019"	"Ischaemic cardiomyopathy"	"I25.5"	43	1016206	4.2	3.1	5.7
	"Pima County, AZ"	"04019"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	76	1016206	7.5	5.9	9.4
	"Pima County, AZ"	"04019"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	22	1016206	2.2	1.4	3.3
	"Pima County, AZ"	"04019"	"Other secondary pulmonary hypertension"	"I27.2"	19	1016206	1.9 (Unreliable)	1.1	2.9
	"Pima County, AZ"	"04019"	"Mitral (valve) insufficiency"	"I34.0"	10	1016206	1.0 (Unreliable)	0.5	1.8
	"Pima County, AZ"	"04019"	"Aortic (valve) stenosis"	"I35.0"	50	1016206	4.9	3.7	6.5
	"Pima County, AZ"	"04019"	"Endocarditis, valve unspecified"	"I38"	21	1016206	2.1	1.3	3.2
	"Pima County, AZ"	"04019"	"Dilated cardiomyopathy"	"I42.0"	25	1016206	2.5	1.6	3.6
	"Pima County, AZ"	"04019"	"Cardiomyopathy, unspecified"	"I42.9"	40	1016206	3.9	2.8	5.4
	"Pima County, AZ"	"04019"	"Other specified conduction disorders"	"I45.8"	10	1016206	1.0 (Unreliable)	0.5	1.8
	"Pima County, AZ"	"04019"	"Atrial fibrillation and flutter"	"I48"	113	1016206	11.1	9.1	13.2
	"Pima County, AZ"	"04019"	"Congestive heart failure"	"I50.0"	116	1016206	11.4	9.3	13.5
	"Pima County, AZ"	"04019"	"Heart failure, unspecified"	"I50.9"	19	1016206	1.9 (Unreliable)	1.1	2.9
	"Pima County, AZ"	"04019"	"Cardiovascular disease, unspecified"	"I51.6"	13	1016206	1.3 (Unreliable)	0.7	2.2
	"Pinal County, AZ"	"04021"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	29	418540	6.9	4.6	10.0
	"Pinal County, AZ"	"04021"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	36	418540	8.6	6.0	11.9
	"Pinal County, AZ"	"04021"	"Acute myocardial infarction, unspecified"	"I21.9"	97	418540	23.2	18.8	28.3
	"Pinal County, AZ"	"04021"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	64	418540	15.3	11.8	19.5
	"Pinal County, AZ"	"04021"	"Atherosclerotic heart disease"	"I25.1"	197	418540	47.1	40.5	53.6
	"Pinal County, AZ"	"04021"	"Ischaemic cardiomyopathy"	"I25.5"	16	418540	3.8 (Unreliable)	2.2	6.2
	"Pinal County, AZ"	"04021"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	10	418540	2.4 (Unreliable)	1.1	4.4
	"Pinal County, AZ"	"04021"	"Cardiomyopathy, unspecified"	"I42.9"	14	418540	3.3 (Unreliable)	1.8	5.6
	"Pinal County, AZ"	"04021"	"Atrial fibrillation and flutter"	"I48"	33	418540	7.9	5.4	11.1
